pid,address_point_id,address,addr_key,local_area,lat_lon
011541920,__FIZYY8,1950 MATTHEWS AV,1950 matthews ave,Shaughnessy,"49.25112173307666, -123.15007670856829"
006859151,__FJ19L4,1950 NANTON AV,1950 nanton ave,Shaughnessy,"49.24740491603624, -123.14937314660358"
002543109,__FJ104K,1950 OGDEN AV,1950 ogden ave,Kitsilano,"49.2767768406251, -123.14884459607387"
004973046,__FIZ8IG,1950 PRESTWICK DRIVE,1950 prestwick dr,Victoria-Fraserview,"49.21595196434087, -123.06729966752897"
011148250,__FJ20AE,1950 QUILCHENA CRESCENT,1950 quilchena crescent,Arbutus Ridge,"49.241029886926206, -123.14979354593358"
012810495,__FJ0HR0,1950 RENFREW ST,1950 renfrew st,Hastings-Sunrise,"49.26715918977802, -123.04379829546079"
,__FJ10FO,1950 ROBSON ST,1950 robson st,West End,"49.29273556237504, -123.13809694581559"
008556580,__FJ0HTC,1950 RUPERT ST,1950 rupert st,Hastings-Sunrise,"49.2671236216196, -123.03328476648461"
014088223,__FIZ8MW,1950 SE MARINE DRIVE,1950 se marine dr,Victoria-Fraserview,"49.209614300665876, -123.0668353091045"
004906918,__FIZQJG,1950 SW MARINE DRIVE,1950 sw marine dr,Kerrisdale,"49.2119183219397, -123.15220552523606"
014317532,__FJ0I14,1950 TEMPLETON DRIVE,1950 templeton dr,Grandview-Woodland,"49.266908663795114, -123.05967073170831"
030747317,__GJEIS4,1950 TRIUMPH ST,1950 triumph st,Grandview-Woodland,"49.28366080634644, -123.06448800006902"
,__FIZYBW,1950 W 14TH AV,1950 w 14th ave,Kitsilano,"49.25881217167702, -123.14961143780809"
,__FIZYUS,1950 W 15TH AV,1950 w 15th ave,Kitsilano,"49.25789197522166, -123.14966993657798"
011521228,__FIZYRW,1950 W 16TH AV,1950 w 16th ave,Shaughnessy,"49.25693222408673, -123.14957065648595"
011534907,__FIZYRE,1950 W 17TH AV,1950 w 17th ave,Shaughnessy,"49.256012860250564, -123.14961113994949"
011536632,__FIZYQY,1950 W 18TH AV,1950 w 18th ave,Shaughnessy,"49.25508946544367, -123.14964541200261"
011150254,__FJ20B8,1950 W 33RD AV,1950 w 33rd ave,Arbutus Ridge,"49.24181871746574, -123.15086372152389"
006712134,__FJ18OM,1950 W 35TH AV,1950 w 35th ave,Shaughnessy,"49.23973945829105, -123.15016603690329"
004598296,__FJ18PW,1950 W 36TH AV,1950 w 36th ave,Shaughnessy,"49.23884078312229, -123.1501976291899"
,__FMKO5J,1950 W 5TH AV,1950 w 5th ave,Kitsilano,"49.26694283731803, -123.14924678740958"
,__FIZNME,1950 W 8TH AV,1950 w 8th ave,Kitsilano,"49.26442255256074, -123.1494271470204"
013167626,__FJ2238,1950 WINDERMERE ST,1950 windermere st,Hastings-Sunrise,"49.26668931903354, -123.03518521235156"
012828327,__FIZF0S,1951 E 35TH AV,1951 e 35th ave,Kensington-Cedar Cottage,"49.2385854019495, -123.06636427196331"
010640754,__FIZQ38,1951 E 38TH AV,1951 e 38th ave,Kensington-Cedar Cottage,"49.23547104710966, -123.06655661836552"
011501308,__FIZOQW,1951 E 39TH AV,1951 e 39th ave,Kensington-Cedar Cottage,"49.234705053616736, -123.06657751281854"
015325792,__FIYLMA,1951 E 3RD AV,1951 e 3rd ave,Grandview-Woodland,"49.268008863515846, -123.06461034855931"
014227550,__FIZB3A,1951 E 50TH AV,1951 e 50th ave,Victoria-Fraserview,"49.22454102585055, -123.06683910892458"
004876784,__FIZB3U,1951 E 51ST AV,1951 e 51st ave,Victoria-Fraserview,"49.22368690109917, -123.06688092919498"
012275841,__FIZB48,1951 E 52ND AV,1951 e 52nd ave,Victoria-Fraserview,"49.222865171063276, -123.06688668689402"
015277992,__FJ0HGC,1951 E 8TH AV,1951 e 8th ave,Grandview-Woodland,"49.26348948523203, -123.06483570055808"
014267098,__FJ1QAY,1951 FERNDALE ST,1951 ferndale st,Grandview-Woodland,"49.27979699785023, -123.06441189280622"
007398999,__FJ06LC,1951 GLEN DRIVE,1951 glen dr,Strathcona,"49.26735759527869, -123.08253386865115"
014697831,__FIYL6M,1951 NAPIER ST,1951 napier st,Grandview-Woodland,"49.27507013917187, -123.06447282694297"
010518851,__FJ2B5W,1951 TEMPLETON DRIVE,1951 templeton dr,Grandview-Woodland,"49.26698205741582, -123.06035999494902"
,__FJ1WS2,1951 W 14TH AV,1951 w 14th ave,Kitsilano,"49.25934112650775, -123.14958350206726"
011521317,__FIZYS6,1951 W 17TH AV,1951 w 17th ave,Shaughnessy,"49.25653147087556, -123.14958317445793"
013630580,__FJ191C,1951 W 42ND AV,1951 w 42nd ave,Kerrisdale,"49.23386928012307, -123.15040408201301"
010477985,__FJ1JYW,1951 W 45TH AV,1951 w 45th ave,Kerrisdale,"49.23104591954473, -123.15089479947147"
015210413,__FJ268M,1952 CHARLES ST,1952 charles st,Grandview-Woodland,"49.27273754842825, -123.06449513671456"
015735842,__FJ108C,1952 COMOX ST,1952 comox st,West End,"49.289982390607975, -123.14234774106043"
015736318,__FJ108I,1952 COMOX ST,1952 comox st,West End,"49.29009129348899, -123.14248041747318"
012072311,__FIYDRU,1952 E 12TH AV,1952 e 12th ave,Kensington-Cedar Cottage,"49.259254124962375, -123.06476003338064"
014272776,__FIZEZE,1952 E 35TH AV,1952 e 35th ave,Kensington-Cedar Cottage,"49.238107751240456, -123.06635426298553"
008169047,__FIZF0M,1952 E 37TH AV,1952 e 37th ave,Kensington-Cedar Cottage,"49.23646370989568, -123.06653891253147"
012274615,__FIZB42,1952 E 51ST AV,1952 e 51st ave,Victoria-Fraserview,"49.223203853845604, -123.06686779362587"
019159358,__FJ22H6,1952 LAKEWOOD DRIVE,1952 lakewood dr,Grandview-Woodland,"49.266939844005506, -123.06156841055557"
024795861,__FJ17RA,1952 W 2ND AV,1952 w 2nd ave,Kitsilano,"49.269582453369864, -123.14915519909778"
015231313,__FIZNOI,1952 W 6TH AV,1952 w 6th ave,Kitsilano,"49.26610682387054, -123.14928796222665"
010868224,__FJ1RX6,1953 BLANCA ST,1953 blanca st,West Point Grey,"49.26983755317922, -123.2153932411776"
015217752,__FIYKL8,1953 CHARLES ST,1953 charles st,Grandview-Woodland,"49.27326556627556, -123.06447865471652"
015288579,__FJ0FNO,1953 E 5TH AV,1953 e 5th ave,Grandview-Woodland,"49.266187100404764, -123.06480562775128"
015278140,__FIYE0S,1953 E BROADWAY,1953 e broadway,Grandview-Woodland,"49.26258445055252, -123.06485186021004"
015429687,__FIYM7W,1953 GRANT ST,1953 grant st,Grandview-Woodland,"49.27149077974951, -123.06455812137303"
015201708,__FIYKP6,1953 KITCHENER ST,1953 kitchener st,Grandview-Woodland,"49.27235591758207, -123.06448061719917"
005836425,__FJ24SO,1953 VENABLES ST,1953 venables st,Grandview-Woodland,"49.27687840481742, -123.06439298273666"
014954761,__FIZOHI,1953 W 1ST AV,1953 w 1st ave,Kitsilano,"49.27097319574904, -123.1490964596203"
015210430,__FIYKNW,1954 CHARLES ST,1954 charles st,Grandview-Woodland,"49.2727367056476, -123.0643934066617"
014313669,__FIYKVG,1954 NAPIER ST,1954 napier st,Grandview-Woodland,"49.27460590349505, -123.06438154222234"
,__FJ66H6,1954 W 11TH AV,1954 w 11th ave,Kitsilano,"49.261631009793305, -123.1494940220996"
004403185,__FIZNCG,1954 W 3RD AV,1954 w 3rd ave,Kitsilano,"49.268684558999865, -123.14929646829196"
004403207,__FIZNCI,1954 W 3RD AV,1954 w 3rd ave,Kitsilano,"49.268682883724544, -123.1492006533717"
011295040,__FJ194C,1954 W 44TH AV,1954 w 44th ave,Kerrisdale,"49.23150919253266, -123.15088166433888"
010993185,__FJ0J0K,1954 W KING EDWARD AV,1954 w king edward ave,Shaughnessy,"49.25001486038869, -123.15076131661698"
013931148,__FIZO1S,1954 WHYTE AV,1954 whyte ave,Kitsilano,"49.275091725793764, -123.1490478324496"
015149366,__FIYKKA,1954 WILLIAM ST,1954 william st,Grandview-Woodland,"49.27358042466156, -123.06443067428732"
015149455,__FIYKKC,1954 WILLIAM ST,1954 william st,Grandview-Woodland,"49.2735804796594, -123.06433196809563"
015217761,__FIYKLA,1955 CHARLES ST,1955 charles st,Grandview-Woodland,"49.27326607160946, -123.06437898742794"
013931296,__FIZO26,1955 CREELMAN AV,1955 creelman ave,Kitsilano,"49.27472662345112, -123.14905213522896"
005628211,__FIZEZG,1955 E 36TH AV,1955 e 36th ave,Kensington-Cedar Cottage,"49.23776557500247, -123.06633359681508"
004236386,__FIZF04,1955 E 37TH AV,1955 e 37th ave,Kensington-Cedar Cottage,"49.2369351756235, -123.06637061928852"
009489061,__FIZB2Q,1955 E 49TH AV,1955 e 49th ave,Victoria-Fraserview,"49.22544059454257, -123.06640723334688"
,__GMFV1R,1955 E 4TH AV,1955 e 4th ave,Grandview-Woodland,"49.26709556407058, -123.06464066088934"
004593928,__FJ0FWI,1955 E 6TH AV,1955 e 6th ave,Grandview-Woodland,"49.26529553664516, -123.06452417028271"
010785159,__FJ0HGE,1955 E 8TH AV,1955 e 8th ave,Grandview-Woodland,"49.263488483239044, -123.06469756614884"
014267136,__FJ2F6Y,1955 FERNDALE ST,1955 ferndale st,Grandview-Woodland,"49.27985531270676, -123.06426809780861"
014234378,__FJ248Q,1955 FERNDALE ST,1955 ferndale st,Grandview-Woodland,"49.2798553495239, -123.06420186827557"
027684032,__FIYLYO,1955 GRAVELEY ST,1955 graveley st,Grandview-Woodland,"49.27066869700848, -123.06443470408082"
009726888,__FJ10CS,1955 HARO ST,1955 haro st,West End,"49.292606560192695, -123.13878984456211"
009726896,__FJ10CU,1955 HARO ST,1955 haro st,West End,"49.29247950526881, -123.13859352635525"
015201732,__FIYKP8,1955 KITCHENER ST,1955 kitchener st,Grandview-Woodland,"49.272355119955655, -123.06437854431385"
014980428,__FIYV2G,1955 LARCH ST,1955 larch st,Kitsilano,"49.26853893781495, -123.16248891333906"
011148314,__FJ20AM,1955 LINDEN ROAD,1955 linden rd,Arbutus Ridge,"49.240851644739365, -123.1502379906739"
007680295,__FIZYXY,1955 MATTHEWS AV,1955 matthews ave,Shaughnessy,"49.25151193880713, -123.14952729258512"
,__FIYL6K,1955 NAPIER ST,1955 napier st,Grandview-Woodland,"49.27506909177688, -123.06433467389414"
008150184,__FIZKSU,1955 NASSAU DRIVE,1955 nassau dr,Victoria-Fraserview,"49.21923858173695, -123.06706047760423"
012916803,__FJ10A6,1955 NELSON ST,1955 nelson st,West End,"49.291071891523, -123.14071200759724"
023367814,__FJ233I,1955 POWELL ST,1955 powell st,Grandview-Woodland,"49.28510925279412, -123.06408581400419"
,__FJ2280,1955 POWELL ST,1955 powell st,Grandview-Woodland,"49.28525341581625, -123.06410668179389"
010475265,__FJ25E6,1955 SW MARINE DRIVE,1955 sw marine dr,Kerrisdale,"49.211906155802204, -123.1505478990524"
015154408,__FJ0HZC,1955 TEMPLETON DRIVE,1955 templeton dr,Grandview-Woodland,"49.26691369466343, -123.06035853700259"
015658791,__FJ1Q9Y,1955 TURNER ST,1955 turner st,Grandview-Woodland,"49.27939046853931, -123.06433325527553"
,__FIZNNQ,1955 W 10TH AV,1955 w 10th ave,Kitsilano,"49.26305649336047, -123.14946341721549"
,__FIZY8K,1955 W 12TH AV,1955 w 12th ave,Kitsilano,"49.261217421260774, -123.14953394971145"
,__FIZYJW,1955 W 15TH AV,1955 w 15th ave,Kitsilano,"49.25841526996763, -123.1496367486942"
013266918,__FIZYM4,1955 W 16TH AV,1955 w 16th ave,Kitsilano,"49.257496273968485, -123.14967120004724"
013693450,__FJ190Y,1955 W 42ND AV,1955 w 42nd ave,Kerrisdale,"49.23378896568976, -123.15060109216579"
013693417,__FJ190W,1955 W 42ND AV,1955 w 42nd ave,Kerrisdale,"49.23378554480513, -123.15046509190636"
011115548,__FJ192O,1955 W 43RD AV,1955 w 43rd ave,Kerrisdale,"49.232886019460494, -123.1508098419808"
011294612,__FJ193U,1955 W 44TH AV,1955 w 44th ave,Kerrisdale,"49.232007115706125, -123.15085437666977"
015267989,__FIZNBQ,1955 W 4TH AV,1955 w 4th ave,Kitsilano,"49.26832651235338, -123.1493256152377"
015267954,__FIZNBO,1955 W 4TH AV,1955 w 4th ave,Kitsilano,"49.26832485556415, -123.1492155052924"
012461695,__FIZNMO,1955 W BROADWAY,1955 w broadway,Kitsilano,"49.264052394474284, -123.14943125230351"
013931849,__FIZO10,1955 WHYTE AV,1955 whyte ave,Kitsilano,"49.27561164985583, -123.14901831490785"
010518941,__FJ1Q3Q,1956 ADANAC ST,1956 adanac st,Grandview-Woodland,"49.27725006703484, -123.06431361581157"
,__HEFN10,1956 E 13TH AV,1956 e 13th ave,Kensington-Cedar Cottage,"49.25836085090116, -123.06475206176394"
013714970,__FIYLLW,1956 E 2ND AV,1956 e 2nd ave,Grandview-Woodland,"49.26839708766803, -123.06446463983681"
028176189,__FPC5SL,1956 E 34TH AV,1956 e 34th ave,Kensington-Cedar Cottage,"49.23898458281749, -123.06633477601383"
008147086,__FIZF02,1956 E 36TH AV,1956 e 36th ave,Kensington-Cedar Cottage,"49.2372814993446, -123.06637453139918"
004341295,__FJ0HWC,1956 E 3RD AV,1956 e 3rd ave,Grandview-Woodland,"49.2674816769449, -123.064490484984"
012461806,__FJ0FNA,1956 E 4TH AV,1956 e 4th ave,Grandview-Woodland,"49.26657494519497, -123.06453466318435"
011280069,__FIZB3M,1956 E 50TH AV,1956 e 50th ave,Victoria-Fraserview,"49.22403367718102, -123.06686616659168"
,__FJ0FVS,1956 E 5TH AV,1956 e 5th ave,Grandview-Woodland,"49.26567092519039, -123.06453885855481"
015251900,__FJ1Q58,1956 E GEORGIA ST,1956 e georgia st,Grandview-Woodland,"49.27806728745205, -123.06431525585437"
014267080,__FJ1QAK,1956 E PENDER ST,1956 e pender st,Grandview-Woodland,"49.28001562496741, -123.0643324322954"
015423034,__FIYLYC,1956 GRANT ST,1956 grant st,Grandview-Woodland,"49.27099522355395, -123.06441672255117"
,__H21J13,1956 GRAVELEY ST,1956 graveley st,Grandview-Woodland,"49.27020649970529, -123.06442978574759"
011105127,__FJ10BO,1956 HARO ST,1956 haro st,West End,"49.2920960696555, -123.13916138037611"
015429636,__FIYM8K,1956 KITCHENER ST,1956 kitchener st,Grandview-Woodland,"49.27184797636201, -123.06440133659449"
012966622,__FJ0I38,1956 NANAIMO ST,1956 nanaimo st,Hastings-Sunrise,"49.2670849283119, -123.05614577892247"
014697611,__FIYL62,1956 PARKER ST,1956 parker st,Grandview-Woodland,"49.27544606850113, -123.06433923356"
012336734,__FJ0HTE,1956 RUPERT ST,1956 rupert st,Hastings-Sunrise,"49.26703097149294, -123.0332833158585"
014999081,__FIYL76,1956 VENABLES ST,1956 venables st,Grandview-Woodland,"49.276362837926165, -123.06431027627865"
011135611,__FIZY90,1956 W 12TH AV,1956 w 12th ave,Kitsilano,"49.260653135649974, -123.14954626347246"
,__FJ2FG6,1956 W 13TH AV,1956 w 13th ave,Kitsilano,"49.25972588507355, -123.1495786727202"
024795852,__FIYEV2,1956 W 2ND AV,1956 w 2nd ave,Kitsilano,"49.26958338050204, -123.14925223692119"
013630601,__FJ191Q,1956 W 42ND AV,1956 w 42nd ave,Kerrisdale,"49.23327379190956, -123.15061298752613"
004073991,__FJ1938,1956 W 43RD AV,1956 w 43rd ave,Kerrisdale,"49.23238134453059, -123.15083437654856"
015187721,__FIZNN4,1956 W BROADWAY,1956 w broadway,Kitsilano,"49.26345500959757, -123.14944139248095"
011150271,__FJ20BC,1957 ASPEN AV,1957 aspen ave,Arbutus Ridge,"49.241504661013494, -123.1512944282205"
,__FIYKLC,1957 CHARLES ST,1957 charles st,Grandview-Woodland,"49.27326344536433, -123.06424907200322"
012072265,__FIYDS8,1957 E 13TH AV,1957 e 13th ave,Kensington-Cedar Cottage,"49.258871745766186, -123.06490741103009"
010946063,__FIYEAO,1957 E 22ND AV,1957 e 22nd ave,Kensington-Cedar Cottage,"49.25054438009131, -123.06591923529997"
015325652,__FIYLM8,1957 E 3RD AV,1957 e 3rd ave,Grandview-Woodland,"49.26800781628349, -123.0644722014791"
013318004,__FIZLJ0,1957 E 53RD AV,1957 e 53rd ave,Victoria-Fraserview,"49.22204299059759, -123.0669089235148"
015275591,__FJ0FVA,1957 E 7TH AV,1957 e 7th ave,Grandview-Woodland,"49.26438821329808, -123.06456397432346"
015259072,__FJ1Q62,1957 E GEORGIA ST,1957 e georgia st,Grandview-Woodland,"49.278559317583614, -123.0643104098902"
015429679,__FIYM7U,1957 GRANT ST,1957 grant st,Grandview-Woodland,"49.27148905742958, -123.06442066477962"
006219594,__FJ105G,1957 MCNICOLL AV,1957 mcnicoll ave,Kitsilano,"49.2764635860426, -123.14900989665226"
010100741,__FIZ8KI,1957 PRESTWICK DRIVE,1957 prestwick dr,Victoria-Fraserview,"49.216471999929425, -123.06711322633207"
009570837,__FJ0HSY,1957 RENFREW ST,1957 renfrew st,Hastings-Sunrise,"49.26705852153255, -123.04472188168194"
004240979,__FIY9GU,1957 SW MARINE DRIVE,1957 sw marine dr,Kerrisdale,"49.212142410325626, -123.15078753832118"
010093494,__FIZLIM,1957 UPLAND DRIVE,1957 upland dr,Victoria-Fraserview,"49.21832108764951, -123.06698821407925"
006379184,__FJ2F6W,1957 VENABLES ST,1957 venables st,Grandview-Woodland,"49.27687846065018, -123.06429271640629"
,__FIZYIG,1957 W 13TH AV,1957 w 13th ave,Kitsilano,"49.26027231692729, -123.14958593158404"
031984819,__H8VARA,1957 W 1ST AV,1957 w 1st ave,Kitsilano,"49.27097490489903, -123.14920093947816"
007273762,__FJ18RI,1957 W 35TH AV,1957 w 35th ave,Shaughnessy,"49.24022194231508, -123.15025131611986"
013281321,__FJ18PA,1957 W 36TH AV,1957 w 36th ave,Shaughnessy,"49.23935954405159, -123.15040116311796"
006128891,__FJ18QG,1957 W 37TH AV,1957 w 37th ave,Shaughnessy,"49.23846447049476, -123.150436869407"
011115181,__FJ1910,1957 W 42ND AV,1957 w 42nd ave,Kerrisdale,"49.23379008024572, -123.15078104174889"
011199776,__FJ1IXM,1957 W 61ST AV,1957 w 61st ave,Kerrisdale,"49.2163635401815, -123.15207584431329"
011201088,__FJ1J7Y,1957 W 62ND AV,1957 w 62nd ave,Kerrisdale,"49.215379605475455, -123.15211278370646"
015738159,__FJ10AK,1958 BARCLAY ST,1958 barclay st,West End,"49.29151974082532, -123.14042521110562"
,__FJ21EK,1958 E 47TH AV,1958 e 47th ave,Victoria-Fraserview,"49.2273344938745, -123.06607657117512"
013317661,__FJ2882,1958 E 52ND AV,1958 e 52nd ave,Victoria-Fraserview,"49.222381867925236, -123.06729855196075"
015275523,__FJ0FUS,1958 E 6TH AV,1958 e 6th ave,Grandview-Woodland,"49.264770069671066, -123.06454606805806"
015275710,__FJ0HGY,1958 E 7TH AV,1958 e 7th ave,Grandview-Woodland,"49.26387746681232, -123.0646905151125"
003358038,__FJ0HMQ,1958 E 8TH AV,1958 e 8th ave,Grandview-Woodland,"49.26297312486645, -123.06470663721176"
013931709,__FIZO0K,1958 MCNICOLL AV,1958 mcnicoll ave,Kitsilano,"49.275986508110684, -123.14914246187854"
012966711,__FJ0I3A,1958 NANAIMO ST,1958 nanaimo st,Hastings-Sunrise,"49.26701296609198, -123.05614707182414"
008061891,__FIYKVI,1958 NAPIER ST,1958 napier st,Grandview-Woodland,"49.27460418173392, -123.06424270221244"
010093311,__FIZLI2,1958 NASSAU DRIVE,1958 nassau dr,Victoria-Fraserview,"49.21872554945126, -123.06705324697732"
,__FJ23IO,1958 OGDEN AV,1958 ogden ave,Kitsilano,"49.276806980327066, -123.1489726971224"
010099662,__FIZ8JI,1958 UPLAND DRIVE,1958 upland dr,Victoria-Fraserview,"49.217796649781846, -123.06699560715003"
003357350,__FJ18OK,1958 W 35TH AV,1958 w 35th ave,Shaughnessy,"49.23974188523534, -123.15037486188155"
,__H9BASW,1958 W 42ND AV,1958 w 42nd ave,Kerrisdale,"49.23327648599135, -123.15078881918348"
011199121,__FJ1IXC,1958 W 60TH AV,1958 w 60th ave,Kerrisdale,"49.216852201800044, -123.15184873888603"
011200120,__FJ1J7W,1958 W 61ST AV,1958 w 61st ave,Kerrisdale,"49.21578787689844, -123.1520972293344"
011201223,__FJ1J5I,1958 W 62ND AV,1958 w 62nd ave,Kerrisdale,"49.21483887941532, -123.15213443989335"
014954869,__FIZOG6,1958 YORK AV,1958 york ave,Kitsilano,"49.27133456167122, -123.14913680943368"
008870331,__FIYLXI,1959 E 1ST AV,1959 e 1st ave,Grandview-Woodland,"49.269831234307944, -123.06445285830291"
014068320,__FIZE4A,1959 E 34TH AV,1959 e 34th ave,Kensington-Cedar Cottage,"49.239474253834786, -123.06619889062618"
002589206,__FIYHYE,1959 E 61ST AV,1959 e 61st ave,Victoria-Fraserview,"49.2147254469135, -123.0673030691651"
,__FIZNHQ,1959 W 2ND AV,1959 w 2nd ave,Kitsilano,"49.27004770757832, -123.14934665962677"
011115556,__FJ192Q,1959 W 43RD AV,1959 w 43rd ave,Kerrisdale,"49.232889779274934, -123.15102344979893"
015161056,__FIYP5W,196 E 19TH AV,196 e 19th ave,Riley Park,"49.253421773689425, -123.10157027947811"
010492186,__FIYP8C,196 E 21ST AV,196 e 21st ave,Riley Park,"49.25154219950939, -123.10164676853411"
014804298,__FIYOZM,196 E 22ND AV,196 e 22nd ave,Riley Park,"49.25076439090638, -123.10165752483631"
004533925,__FJ0VEQ,196 E 38TH AV,196 e 38th ave,Riley Park,"49.23617547732856, -123.10202142174622"
002430576,__FJ1MSU,196 E 58TH AV,196 e 58th ave,Sunset,"49.217481068387485, -123.10231960239332"
002761408,__FJ0YPG,196 E KING EDWARD AV,196 e king edward ave,Riley Park,"49.24865514843766, -123.10145916502036"
002761858,__FJ0YPI,196 E KING EDWARD AV,196 e king edward ave,Riley Park,"49.2485799334278, -123.1014658811201"
010252479,__FIZ5AC,196 SE MARINE DRIVE,196 se marine dr,Sunset,"49.21081790691648, -123.10269957159561"
011279907,__FJ1XIE,196 W 10TH AV,196 w 10th ave,Mount Pleasant,"49.26194471653722, -123.10925662682011"
006793070,__FJ1XCU,196 W 12TH AV,196 w 12th ave,Mount Pleasant,"49.26008305305929, -123.10937682838272"
,__HE3UEV,196 W 16TH AV,196 w 16th ave,Riley Park,"49.25647308626173, -123.10946055603605"
014205378,__FIYOUE,196 W 17TH AV,196 w 17th ave,Riley Park,"49.255457635297105, -123.1095257168598"
013868284,__FIYOM4,196 W 18TH AV,196 w 18th ave,Riley Park,"49.2544852348625, -123.10957230859397"
013851519,__FJ26KC,196 W 19TH AV,196 w 19th ave,Riley Park,"49.253563643702606, -123.1096142151374"
013358952,__FJ26K4,196 W 20TH AV,196 w 20th ave,Riley Park,"49.25256695716663, -123.10965937546138"
013341341,__FJ0RVE,196 W 23RD AV,196 w 23rd ave,Riley Park,"49.249711463982806, -123.10977702006636"
010645373,__FJ1M3G,196 W 44TH AV,196 w 44th ave,Oakridge,"49.23025898260227, -123.1106333188876"
014075989,__FJ1M46,196 W 45TH AV,196 w 45th ave,Oakridge,"49.22931273577673, -123.1105858664238"
015791254,__FJ1M5Q,196 W 48TH AV,196 w 48th ave,Oakridge,"49.226569772169036, -123.11056017334481"
012994693,__FJ1MV2,196 W 59TH AV,196 w 59th ave,Marpole,"49.21659753892126, -123.10961931410242"
003198677,__FJ10EE,1960 ALBERNI ST,1960 alberni st,West End,"49.29354726719047, -123.1370699015261"
003199061,__FJ10EC,1960 ALBERNI ST,1960 alberni st,West End,"49.29361949935174, -123.13722062803062"
003202798,__FJ10EI,1960 ALBERNI ST,1960 alberni st,West End,"49.29348360814308, -123.1369715291023"
015325539,__FIYLNE,1960 E 1ST AV,1960 e 1st ave,Grandview-Woodland,"49.26929152406002, -123.06445023076272"
013704087,__FIZE4C,1960 E 33RD AV,1960 e 33rd ave,Kensington-Cedar Cottage,"49.23981204704049, -123.06617642710101"
011501693,__FIZORE,1960 E 38TH AV,1960 e 38th ave,Kensington-Cedar Cottage,"49.23501549397252, -123.06642767818603"
015356841,__FJ0FNC,1960 E 4TH AV,1960 e 4th ave,Grandview-Woodland,"49.266575021112565, -123.06439859713292"
011391235,__FIZLIO,1960 E 52ND AV,1960 e 52nd ave,Victoria-Fraserview,"49.22238060595322, -123.06716397879119"
010113461,__FIZKS8,1960 E 55TH AV,1960 e 55th ave,Victoria-Fraserview,"49.22010072851848, -123.06716231743226"
004551125,__FJ1Q56,1960 E GEORGIA ST,1960 e georgia st,Grandview-Woodland,"49.27806736465904, -123.0641763947163"
006307345,__FIYM8M,1960 KITCHENER ST,1960 kitchener st,Grandview-Woodland,"49.27184714932978, -123.06427115229182"
014978890,__FJ26UW,1960 LARCH ST,1960 larch st,Kitsilano,"49.26852521944992, -123.16202179320368"
032047959,__HA54GN,1960 MACDONALD ST,1960 macdonald st,Kitsilano,"49.26862507690074, -123.1677317635537"
011250305,__FJ0HR2,1960 RENFREW ST,1960 renfrew st,Hastings-Sunrise,"49.26706743877781, -123.04379822799265"
015741672,__FJ10CK,1960 ROBSON ST,1960 robson st,West End,"49.29292737401609, -123.13830102269539"
,__FIZYHW,1960 W 11TH AV,1960 w 11th ave,Kitsilano,"49.26163534282409, -123.14973920204531"
,__FJ1WR4,1960 W 15TH AV,1960 w 15th ave,Kitsilano,"49.25788031673282, -123.14985089709516"
011293667,__FJ1936,1960 W 43RD AV,1960 w 43rd ave,Kerrisdale,"49.23238467161818, -123.15104179969065"
008225311,__FJ2CUK,1960 W 44TH AV,1960 w 44th ave,Kerrisdale,"49.23151206151429, -123.15109540086638"
032573413,__HLGPFO,1960 W 7TH AV,1960 w 7th ave,Kitsilano,"49.2652805806157, -123.14936274442321"
010993177,__FJ0J0I,1960 W KING EDWARD AV,1960 w king edward ave,Shaughnessy,"49.25014145309751, -123.1509451429338"
011479655,__FIYSTG,1960 WATERLOO ST,1960 waterloo st,Kitsilano,"49.26877257687824, -123.1793294041544"
011479647,__FIYSTI,1960 WATERLOO ST,1960 waterloo st,Kitsilano,"49.268774211606214, -123.17943524102313"
,__FJ2FMM,1960 WHYTE AV,1960 whyte ave,Kitsilano,"49.275100973190554, -123.14918000434493"
004584694,__FIZYWU,1961 CEDAR CRESCENT,1961 cedar crescent,Shaughnessy,"49.25387770693295, -123.14972417301284"
,__FMMT9R,1961 COLLINGWOOD ST,1961 collingwood st,Kitsilano,"49.26882406703645, -123.18229442727568"
012233145,__FIZO28,1961 CREELMAN AV,1961 creelman ave,Kitsilano,"49.27473159049523, -123.14919021850629"
014068729,__FIZE5C,1961 E 35TH AV,1961 e 35th ave,Kensington-Cedar Cottage,"49.238611120509304, -123.06622117351243"
004998006,__FIZQ3A,1961 E 38TH AV,1961 e 38th ave,Kensington-Cedar Cottage,"49.23546933264967, -123.0664096321863"
011501324,__FIZOQY,1961 E 39TH AV,1961 e 39th ave,Kensington-Cedar Cottage,"49.23470379792374, -123.06643055699989"
014227487,__FIZB38,1961 E 50TH AV,1961 e 50th ave,Victoria-Fraserview,"49.22453975427964, -123.06670465349463"
012933023,__FIZB3S,1961 E 51ST AV,1961 e 51st ave,Victoria-Fraserview,"49.223686083774375, -123.06673879964188"
012275832,__FIZB4A,1961 E 52ND AV,1961 e 52nd ave,Victoria-Fraserview,"49.222866157824235, -123.06675142878575"
015288587,__FJ0FNQ,1961 E 5TH AV,1961 e 5th ave,Grandview-Woodland,"49.26618627866795, -123.06466679878095"
010110933,__FIZ8KU,1961 E 61ST AV,1961 e 61st ave,Victoria-Fraserview,"49.21477821680849, -123.06706493409654"
014999200,__FIYL7M,1961 PARKER ST,1961 parker st,Grandview-Woodland,"49.27595880346282, -123.06433853940959"
